score,user_rating,es_scaled_score,isbn,book_title,book_author,year_of_publication,publisher,summary,category
9.82455030782189,11.37948751449585,7.880878799479439,0948006277,Introduction to Buddhism: An Explanation of the Buddhist Way of Life,Geshe Kelsang Gyatso,1992,Midpoint Trade Books Inc,"Beginning with an introduction to the life of Buddha, Geshe Kelsang
then explains the central principles behind the Buddhist way of life
and what it means to be a Buddhist.",['religion']
9.808791822786626,11.132153272628784,8.154590010483927,0060972777,This Boy's Life: A Memoir,Tobias Wolff,1989,Perennial,"The author chronicles the tumultuous events of his early life,
discussing his parents&#39; divorce, the nomadic wanderings with his
mother that followed, and the strange and eventful process of growing
up","['authors, american']"
9.806932550369282,10.214829444885254,9.297061432224316,0385335261,Plant Life,PAMELA DUNCAN,2004,Delta,"When her life falls apart and her marriage ends, Laurel Granger
returns home to tiny Russell, North Carolina, where a job at the local
textile mill and the simple life of a small southern town teach her
valuable lessons about the meaning of ...",['fiction']
9.710490464668931,14.029204845428467,4.312097488719512,0207156638,In the half light: Life as a child in Australia 1900-1970,Jacqueline Kent,1988,Angus & Robertson Publishers,"A vivid picture of Australian childhood during the twentieth century,
contains a collection of reminiscences from city and country dwellers,
rich and poor, black and white, Australians and those born overseas.",['australia']
9.644337019851163,11.39538288116455,7.455529693209426,0449218368,Life and Death: The Story of a Hospital,Ina Yalof,1990,Fawcett Books,"One of the country&#39;s largest and most prestigious medical centers
is featured in a study of the everyday procedures performed and the
reactions of staff--from kitchen workers to chief surgeons--working
day to day with life and death",['health & fitness']
9.630276084307134,10.864557027816772,8.087424904920082,0060914998,The Rules of Life (Harper Short Novel Series),Fay Weldon,1988,Harpercollins,"After a totally selfish life, Gabriella Sumpter discovers that many of
the accepted rules of life are untrue",['fiction']
9.629496134556828,12.51575231552124,6.021675908351313,0812570642,To Jaykae: Life Stinx,Jean Davies Okimoto,2000,Tor Books,"Sixteen-year-old Jason feels alone and misunderstood when his best
friend moves away, his father plans to remarry, and his step-brother-
to-be is a high school basketball star, until he starts an online
relationship with a girl from Hawaii.",['juvenile fiction']
9.626190170831366,12.065116167068481,6.577532675534972,0785275614,When Life Doesn't Turn Out Like You Planned,Bill Butterworth,1996,Nelson Books,"In When Life Doesn&#39;t Turn Out Like You Planned, you&#39;ll find
uplifting, hope-filled principles for putting life&#39;s
disappointments in perspective--from the importance of tears to
steering clear of self-pity and watching for God at work in the ...",['religion']
9.508814578912675,10.656980276107788,8.073607457418785,0771039387,Life After Death,Tom Harpur,1997,McClelland & Stewart,"Life After Death is an extensively researched and eloquently reasoned
investigation, which radiates the author&#39;s intelligence and
scholarship. Harpur&#39;s powerful conclusions will challenge
believers and sceptics alike.",['religion']
9.469174192907149,9.883466362953186,8.9513089803496,0534530060,Evolution of Life,Celie Starr,1999,Wadsworth Publishing Company,"This selected paperback binding of the Eighth Edition of Biology: The
Unity and Diversity of Life gives instructors the option of purchasing
a shorter text covering selected excerpted topics.",['biology']
9.450139933913647,9.252063632011414,9.697735311291439,0375760318,Lit Life,Kurt Wenzel,2002,Random House Trade,"Set in Manhattan and the Hamptons, Lit Life is a wickedly funny and
provocative debut novel about the passions and perils of the writing
life that the Los Angeles Times calls irresponsibly intoxicating.",['fiction']
9.398726815642968,10.828450918197632,7.611571687449641,051755058X,The Art and Life of Georgia O'Keeffe,Jan Garden Castro,1985,Crown Publishing Group (NY),"Hundreds of illustrations document the life and paintings of the
famous American artist and show for the first time photographs of the
objects that inspired her work 136 full-color and black-and-white
illustrations.",['art']
9.397933858859584,11.223242282867432,7.116298328849775,0316613258,Honorable Justice: The Life of Oliver Wendell Holmes,Sheldon M. Novick,1989,Little Brown & Co,"Traces the life of America&#39;s most influential Supreme Court
Justice, and describes the forces that shaped his career",['law']
9.386489597475787,10.147600173950195,8.435101376882777,0842334165,Luke: A Life Application Bible Study (Life Application Bible Studies),Not Applicable (Na ),1999,Tyndale House Publishers,"The popular Life Application Bible Studies are now available in the
New Living Translation.",['religion']
9.366937700706659,13.792197704315186,3.835362696196001,0830813942,50 Ways You Can Be Prolife (50 Ways Series),Anthony Campolo,1993,Intervarsity Pr,"To be a Christian is to love life and the Author of life. Life is the
miracle and evidence of God. Being on the side of God means working
for life and against death. So this book takes in the full sweep of
life issues.",['religion']
9.353343645084928,9.747992753982544,8.860032258962908,0806505230,The Contemplative Life,Joel S. Goldsmith,1984,Citadel Press,"Goldsmith, an internationally known spiritual leader presents this
guidebook to attainment of inner peace and joy for those who are
seeking a way to live a full and complete life here and now.",['religion']
9.349866439931002,15.053317546844482,2.2205525562891526,0882662252,A.50 BAKING WITH SOURDOUGH,Sara Pitzer,1980,Storey Books,"There are now more than 170 titles in this series, and their
remarkable popularity reflects the common desire of country and city
dwellers alike to cultivate personal independence in everyday life.",['cooking']
9.348177111513811,11.479374170303345,6.684180788026894,0397006659,The Quality of Life,James A. Michener,1970,Lippincott Williams & Wilkins,"This exploration of the problems racking our society examines our
cities, education, race conflict, youth, the population crises and
conservation as well as television and the role of the free press.",['science']
9.331750543064688,10.0,8.496438721895547,0395305373,The Seven Mysteries of Life,Guy Murchie,1981,Houghton Mifflin,"Mixing science with philosophy, the author contemplates what he
perceives to be the seven mysteries of life, ranging from evolution to
divinity",['science']
9.324986171567101,13.563915491104126,4.026324522145821,0767903420,Lead to Succeed : 10 Traits of Great Leadership in Business and Life,RICK PITINO,2001,Broadway,"A master motivator looks at the ten traits of great leadership and how
to incorporate them into one&#39;s own plan, from how to build a
&quot;team ego&quot; to give people a stake in winning and keep
focused and free from distraction to inspiring ways to ...",['business & economics']
9.26446697439965,10.152368545532227,8.154590010483927,0802136680,This Boy's Life: A Memoir,Tobias Wolff,2000,Grove Press,"The author chronicles the tumultuous events of his early life,
discussing his parents&#39; divorce, the nomadic wanderings with his
mother that followed, and the strange and eventful process of growing
up.",['biography & autobiography']
9.25132709210474,10.36136269569397,7.8637825876182035,0801855098,The Life of Jane Austen,John Halperin,1996,Johns Hopkins University Press,"Moving beyond the usual sketchy account of Austen&#39;s life--and away
from the serene and untroubled image of Austen created, in large part,
by her family after her death--Halperin reveals a robust, vigorous,
and at times difficult woman with ...",['biography & autobiography']
9.207696508334816,8.766517043113708,9.759170839861202,0553100807,Life After Life,Raymond A Moody,1994,Bantam Doubleday Dell,"The extraordinary stories presented here provide evidence that there
is life after physical death, as Moody recounts the testimonies of
those who have been to the &quot;other side&quot; and back -- all
bearing striking similarities of an overwelming ...",['death']
9.180120565483016,9.795840978622437,8.410470049058736,0415010721,The Social Psychology of Everyday Life,Michael Argyle,1992,Routledge,"A comprehensive account of the psychology of everyday life, in which
Michael Argyle takes social psychology out of the laboratory into
real-life settings and helps us to understand the world in which we
live.",['psychology']
9.148546676575064,10.865507125854492,7.0023461149757775,0142196010,Spellcraft: Practical Spells for Modern Life,Ann-Marie Gallagher,2001,Penguin Books,"Combines ancient traditions and rituals with the issues of modern-day
life in a collection of easy-to-follow spells that are designed to
help stop gossip, find romance, banish conflict, prevent nightmares,
make new friends, achieve ...","['body, mind & spirit']"
9.144771531691985,14.525094032287598,2.419368405947469,0387985727,The Call of Distant Mammoths: Why the Ice Age Mammals Disappeared,Peter Douglas Ward,1998,Copernicus Books,"Written with an irresistible combination of passion and expertise, The
Call of Distant Mammoths is an engaging exploration of the history of
life and the importance of humanity as an evolutionary force.",['science']
9.139077999544122,10.996431112289429,6.817386608612492,1580625495,Just Say Om!: Your Life's Journey,Soren Gordhamer,2001,Adams Media Corporation,"Explains how Buddhist meditation can help teenagers cope with the
difficulties in their daily situations, and discusses mindfulness,
meditation techniques, balance, and applying the effects of meditation
in everyday life.","['body, mind & spirit']"
9.071424670587415,11.004374027252197,6.6552379747564405,0849995892,Savor This Moment Embracing The Goodness In Everyday Life,Karla Dornacher,2002,J. Countryman,"Dornacher&#39;s fourth book can encourage readers to take the time to
appreciate the precious blessings in life that so often go unnoticed.
These blessings include love, beauty, joy, comfort and quiet.",['religion']
9.051118294857824,10.528268814086914,7.204680145821465,1558744193,Gifts of the Heart : Stories that Celebrate Life's Defining Moments,Bettie Youngs,1996,HCI,"The author uses twenty-eight stories about the everyday challenges and
joyful experiences of her life to show how the human heart can gain a
deeper understanding, appreciation, and acceptance of life and of
others.",['self-help']
8.990775853602843,10.161290168762207,7.527632959653639,0898796636,The Writer's Guide to Everyday Life in the Middle Ages (Writer's Guide to Everyday Life Series),Sherrilyn Kenyon,1995,F & W Pubns,"Gives an overview of life in Northwestern Europe from 500 to 1500 and
provides details for writers to portray the lives and times of the
Middle Ages accurately.",['reference']
8.985303336259534,14.467214345932007,2.132914574168945,1896764711,When Your Voice Tastes Like Home: Immigrant Women Write,Prabhjot Parmar,2003,Second Story Press,"Women from places as diverse as Slovakia and Portugal, India and
Uruguay, Korea and Kenya, Italy and Iran write about thier unique
heritages, and their journey to North America for a new life.",['literary collections']
8.950769450664893,8.340270519256592,9.71389311492527,0595298257,Trashed Life,JennÂ?Â?Â?Â? Crane,2003,iUniverse,Living her life is like driving by a car crash.,['fiction']
8.942228558435424,10.369300842285156,7.158388203623258,0375507787,Nothing Is Impossible : Reflections on a New Life,CHRISTOPHER REEVE,2002,Random House,"Drawing on his own personal experiences and those of others, the
author explains how to overcome seemingly insurmountable problems and
challenges and advocates living life fully with gratitude, zeal, and
curiosity.",['biography & autobiography']
8.91140911495485,9.881169199943542,7.699209008718984,0802139868,The Sexual Life of Catherine M.,Catherine Millet,2003,Grove Press,"In an erotic memoir, the author honestly and graphically describes her
active and free sexual life of physical gratification, the
consequences of sex stripped of sentiment, and the fallacies of female
sexuality.",['biography & autobiography']
8.905595101576322,14.356759786605835,2.0916392452894317,0751510882,The Story of the Minack Chronicles,Derek Tangye,1996,Little Brown UK Ltd,"This volume contains three books that tell of the author&#39;s
experiences travelling around countries such as America and Russia, as
the world was about to be transformed by war, and of life in a Cornish
cottage and flower farm.",['biography & autobiography']
8.89560017256177,8.924054503440857,8.860032258962908,0807070882,Life in a Day,Doris Grumbach,1996,Beacon Press,"The American writer reflects on her life through a series of ordinary
experiences in her small Maine town, including praying, gardening,
cooking, working, and sorting her mail",['fiction']
8.893357031479754,8.697032928466797,9.13876216024595,0060965053,My Perfect Life,Lynda Barry,1992,Perennial,Cartoons show the humorous side of everyday life,"['american wit and humor, pictorial.']"
8.891431884665364,14.228135347366333,2.2205525562891526,088266476X,"Selling Your Crafts at Craft Shows (Storey Publishing Bulletin, a-156)",Madelaine Gray,1996,Storey Books,"There are now more than 170 titles in this series, and their
remarkable popularity reflects the common desire of country and city
dwellers alike to cultivate personal independence in everyday life.",['crafts & hobbies']
8.875600874422851,9.70003604888916,7.845056906339967,0307244113,Fossils: A Guide to Prehistoric Life,Frank Harold Trevor Rhodes,2000,St Martins Pr,"Describes the typical plants and animals of major geologic eras, shows
where fossils can be found, and describes the history of the
development of life on earth.",['fossils']
8.875457869140435,12.526146173477173,4.312097488719512,1573220906,"Inner Revolution: Life, Liberty, and the Pursuit of Real Happiness",Robert A.F. Thurman,1998,Putnam Pub Group,"The first American Tibetan Buddhist monk shares his own philosophies
for enlightening readers and the world, based on a thirty-year
friendship with the Dalai Lama and firsthand experience of the social
revolutions of India, China, and Tibet",['religion']
8.862674497631016,8.05043876171112,9.877969167530887,0590461311,Life in the Rainforests (Life in the Series),Lucy Baker,1993,Scholastic,"Describes the importance of rain forests, types of plant and animal
life that live there, and how rain forests are threatened by
deforestation.",['juvenile nonfiction']
8.856977538413219,13.962749242782593,2.474762907951499,0879515031,Love's Mansion,Paul West,1993,Overlook Press,"How does this couple survive the grave disillusionments of life and
love?This is the personal novel West fans have been waiting for.",['fiction']
8.854376173465987,9.472572207450867,8.081631130984889,0898152399,P.M.S. Attacks and Other Inconveniences of Life,Steve Philips,1988,Ten Speed Pr,"Cartoons offer a humorous look at pre-menstrual syndrome,
relationships between men and women, diets, horror movies, shopping,
mid-life crisis, and modern life",['health & fitness']
8.818352027807766,9.0,8.591292062567472,1573221465,A Gesture Life,Chang-Rae Lee,1999,Riverhead Books,"Franklin Hata, a Japanese man of Korean birth living in suburban New
York, seems on the surface to be living a quiet and harmonious life,
but actually he remains tormented by his wartime love for a Korean
Comfort Woman. 40,000 first ...",['fiction']
8.78461455252076,9.469276070594788,7.928787654928225,0671432079,K A PORTER A LIFE,Joan Givner,1982,Simon & Schuster,"A full-scale biography of one of American literature&#39;s most
enigmatic figures portrays the award-winning fiction writer through
all the drama, passion, excitement, and carefully constructed fiction
of her ninety-year life",['biography & autobiography']
8.752564049671772,9.708033800125122,7.558226861605084,0684835789,The Moral Compass: Stories for a Life's Journey,William J. Bennett,1996,Simon & Schuster,"Presents a selection of spiritually and morally uplifting literature,
organized according to the stages along life&#39;s way",['self-help']
8.731252523524873,9.91943359375,7.246026185743465,0060630965,The Story of a Life : St. Theresa of Lisieux,Guy Gaucher,1993,HarperSanFrancisco,"The premier biography of one of the world&#39;s best-loved Catholic
saints, as presented by the priest who has devoted his life to telling
her story.",['religion']
8.727578462647427,10.05139708518982,7.072805184469438,1558538356,"Life's Little Instruction Book 511 Suggestions, Observations, And Reminders On How To Live A Happy And Rewarding Life",H. Jackson Brown,2000,Rutledge Hill Press,"Life&#39;s Little Instruction Book is a guidebook that gently points
the way to happiness and fulfillment. The observations are direct,
simple, and as practical as an umbrella.&quot;",['self-help']
8.724294216029449,11.101371049880981,5.752948173715034,1559721839,Time Flies When You're Alive: A Real-Life Love Story,Paul Linke,1993,Carol Publishing Corporation,"An actor recounts his marriage to Francesca Draper, their joy in
becoming parents, his wife&#39;s courageous two-year battle with
breast cancer, and the decision to have a child that cost her her life",['biography & autobiography']
8.711204962324896,9.34572458267212,7.918055436890866,0140431160,The Life of Samuel Johnson (Penguin Classics),James Boswell,1979,Penguin Books,"The classic view of eighteenth-century life and thought in England
through the conversations of the famous writer Notoriously and self-
confessedly intemperate, Boswell shared with Johnson a huge appetite
for life and threw equal energy into ...",['biography & autobiography']
8.701455263995806,11.94939136505127,4.6415351376764775,0826408338,Juice of Life: The Symbolic and Magic Significance of Blood,Piero Camporesi,1996,Continuum Intl Pub Group,"This is also a proto-feminist story, for women&#39;s purified body,
with its menstrual discharge, endows her with greater intelligence - a
paradoxical but revolutionary conclusion in an era of misogyny.",['social science']
8.696319523118342,11.937390565872192,4.644980719676032,0762102977,"Yoga for Everybody/Not Everybody: Simple Routines to Reduce Stress, Improve Fitness and Make You Feel Good at Any Stage of Life!",Paul Harvey,2001,Reader's Digest Association,"Discover how simple it is to make yoga part of your life and reap the
rewards of better posture, good muscle tone, more flexibility, a calm
and relaxed mind, increased energy levels, and improved sleep.",['health & fitness']
8.688998944726777,9.767258763313293,7.341174171493631,1567313671,Gratitude: Affirming the Good Things in Life,Melody Beattie,2000,MJF Books,"Explores how gratitude can work miracles in our lives, transforming
negative, self-defeating thoughts into recognition of the gifts life
has to offer.",['self-help']
8.68820771282383,10.219213962554932,6.774449900659954,0060933089,My Life and Hard Times (Perennial Classics),James Thurber,1999,Perennial,"In My Life and Hard times, first published in 1933, he recounts the
delightful chaos and frustrations of family, boyhood, youth odd dogs,
recalcitrant machinery, and the foibles of human nature.",['biography & autobiography']
8.680681663544338,9.216098189353943,8.011411006282332,0399507779,First Twelve Months of Life,Frank Caplin,1983,Perigee Books,"The First Twelve Months of Life offers a confident, comprehensive
guide to infant development in that important formative first year.",['child care']
8.677879100364542,10.144301652908325,6.844850909684817,0812912446,Domestic Affairs: Enduring the Pleasures of Motherhood and Family Life,Joyce Maynard,1987,Horizon Book Promotions,"An entertaining and instructive look at the domestic life of a young
wife and mother, from the author of Looking Backward and Baby Love.",['social science']
8.66964653538888,10.00348687171936,7.0023461149757775,0786867175,Leap of Faith : Memoirs of an Unexpected Life,Queen Noor,2003,Miramax,"Sharing a personal perspective on the past three decades of world
history, Queen Noor talks frankly of the many challenges of her life
as wife and partner to the monarch, providing an intimate portrait of
the late King and a moving account ...",['biography & autobiography']
8.663645270264528,9.25153136253357,7.928787654928225,0394559517,Women in His Life,Barbara Taylor Bradford,1990,Random House Inc,"The life of billionaire Maximilliam West unfolds through the eyes of
the women who surround him--his wives, mother, mistress, and nanny--as
he struggles to resolve old secrets with the help of the woman who
holds the key to his past and ...",['fiction']
8.660689141080177,8.535564541816711,8.817094890159506,0809123193,Life of Jesus,Shusaku Endo,1989,Paulist Press,"Translated By Richard A. Schuchert; My book called A Life of Jesus may
cause surprise for American readers when they discover an
interpretation of Jesus somewhat at odds with the image they now
possess.",['biography & autobiography']
8.647660386013479,10.0,6.957235868530329,0937611018,You Can Heal Your Life/101,Louise L. Hay,1985,Hay House,"Argues that everyone is responsible for their own experiences, tells
how to lead a more creative and fulfilling life, and discusses work,
health, success, and personal relationships.","['body, mind & spirit']"
8.643296069071662,10.55516242980957,6.253463118149279,0743205669,Losing My Mind : An Intimate Look at Life with Alzheimer's,Thomas DeBaggio,2003,Free Press,"&quot; Losing My Mind is DeBaggio&#39;s extraordinary account of his
early onset Alzheimer&#39;s, a disease that &quot;silently hollows the
brain&quot; and slowly &quot;gobbles memory and destroys life.",['biography & autobiography']
8.641686886032169,13.575226068496704,2.474762907951499,068984445X,King of Shadows (Aladdin Fantasy),Susan Cooper,2001,Aladdin,"Only in the world of the theater can Nat Field find an escape from the
tragedies that have shadowed his young life.",['juvenile fiction']
8.641649982119844,11.172044277191162,5.478657113280695,006015957X,Roseanne: My Life As a Woman,Roseanne,1989,Harpercollins,"The star of the television comedy series &quot;Roseanne&quot;
describes growing up Jewish in Mormon country, how not to lose weight,
important hot dog recipes, the true spirit of feminism, and her rise
to network success",['biography & autobiography']
8.636557967817474,9.927173256874084,7.023288856496708,1400033853,Providence of a Sparrow : Lessons from a Life Gone to the Birds,CHRIS CHESTER,2004,Anchor,"Describes the influence of a foundling baby sparrow that he rescued on
the author&#39;s life, his relationship with the bird, his
transformation of their home into an indoor aviary, and what his birds
have taught him about life, joy, the wonder ...",['biography & autobiography']
8.63572544160889,10.196961164474487,6.684180788026894,0679415696,My Life,"Earvin \Magic\"" Johnson""",1992,Random House Inc,"In an inspirational autobiography, the basketball superstar reflects
on his boyhood in Michigan, college career, NBA success, teammates,
friends and family, the tragedy of HIV infection, and his new status
as a role model. 300,000 first ...",['biography & autobiography']
8.621659443927975,9.510599970817566,7.510483785315988,0394505492,This Life,Sidney Poitier,1980,Random House Inc,"The Academy Award-winning Black actor tells of his childhood in the
Bahamas, his introduction to New York, his two marriages and
tumultuous eight-year relationship with Diahann Carroll, and his
numerous films",['actors']
8.614319096576006,10.688433647155762,6.021675908351313,0385234139,WHEEL OF LIFE & DEATH,ROSHI P. KAPLEAU,1990,Anchor,"Combining the writings of Eastern and Western religious literature on
death, Kapleau provides insights into meditation, living wills,
funerals, and consoling the bereaved",['philosophy']
8.606428058951842,9.751622080802917,7.174935531637999,0517882019,Food for Life: How the New Four Food Groups Can Save Your Life,Neal D. Barnard,1994,Crown Publishing Group (NY),"Explains how a diet based on the four new food groups--grains,
legumes, vegetables, and fruits--can decrease the risk of cancer and
heart disease, increase life expectancy, and promote effortless weight
control.",['health & fitness']
8.604721196653182,10.615077018737793,6.091776419047421,0688091318,Losing Sleep: How Your Sleeping Habits Affect Your Life,Lydia Dotto,1990,William Morrow & Company,"Discusses the negative impact of modern technology and modern
lifestyles on sleep, assesses the effects of lack of sleep on life and
work, and explores current research on sleep",['medical']
8.585782987345933,8.468115329742432,8.732867559350309,0312890265,Out of the House of Life,Chelsea Quinn Yarbro,1994,Orb Books,"An account of the early life of the vampire Le Comte de Saint-Germain
describes his life in ancient Egypt, his sojourn in the grim Temple of
Imhotep, his transformation from demon to wise and powerful immortal,
and his first encounter with ...",['fiction']
8.585693253340487,8.930575847625732,8.154590010483927,0679445358,If... (Questions for the Game of Life),Evelyn McFarlane,1995,Villard Books,"If you could run any single company, institution, or organization in
the world, which would you choose? These are but a few of the five
hundred provocative queries from If... (Questions for the Game of
Life).",['religion']
8.582237556241012,9.358770251274109,7.611571687449641,0385479174,The Language of Life: A Festival of Poets,Bill D. Moyers,1995,Bantam Dell Pub Group,"Presents interviews with an ethnically diverse group of poets and
explores the fascination of poetry In a series of fascinating
conversations with thirty-four American poets, and in dozens of poems,
The Language of Life celebrates language ...",['poetry']
8.581196932696978,11.732926368713379,4.6415351376764775,0375401156,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY,1997,Knopf,"The author, former editor of French Elle magazine, describes the rare
stroke to the brain stem that left his mind intact in a nearly totally
paralyzed body",['social science']
8.571372523184257,8.621046543121338,8.509279998262906,1883013291,Life Album 1997: A Year in Pictures (Life Album: The Year in Pictures),Life Magazine,1998,Time-Life Books,"Photographs from Life magazine highlight the people and events that
shaped 1997",['photography']
8.571312029440065,9.392792582511902,7.544461338100271,0060609125,"Kinship with All Life : Simple, Challenging, Real-Life Experiences Showing How Animals Communicate with",J. Allen Boone,1976,HarperSanFrancisco,"Is there a universal language of love, a &quot;kinship with all
life&quot; that can open new horizons of experience?","['body, mind & spirit']"
8.562006314100287,11.961933374404907,4.312097488719512,0340716886,Shift Happens!: Powerful Ways to Transform Your Life,Robert Holden,2000,Hodder & Stoughton General Division,"How to shift our perception, beliefs, words and actions to make the
most of change when it inevitably happens",['self-actualization (psychology)']
8.558140155251753,7.877897024154663,9.408444069123114,0767906632,Life Makeovers,CHERYL RICHARDSON,2000,Broadway Books,"Easy to use and fun to read, this workbook is the perfect companion to
Take Time for Your Life.",['self-help']
8.548297598275331,9.131083488464355,7.81981523553905,0521421462,True to Life Pre-intermediate Personal study workbook : English for Adult Learners (True to Life),Ruth Gairns,1995,Cambridge University Press,"True to Life is a five level course designed specifically for adult
learners.",['foreign language study']
8.54395315636044,9.933298230171204,6.807271814096987,1576738582,The Facts of Life : And Other Lessons My Father Taught Me,Lisa Whelchel,2001,Multnomah,"The former child star of The Facts of Life sit-com details her
spiritual growth as she journeyed from the glamour of Hollywood to
suburban life as a pastor&#39;s wife, homeschooling mother of three,
and growing Christian.",['religion']
8.525144526041466,9.211280941963196,7.6674740061393045,0425197271,College Life 101: Cameron: The Sorority (College Life 101),Wendy Corsi Staub,2004,Berkley Jam Books,"A new student at South Florida State, Cameron had never expected her
lifelong goal of pledging a sorority to be so stressful and confusing,
but when she meets gorgeous Tad Amata, who adores her but dislikes
Greek life, she becomes even more ...",['fiction']
8.522712286087277,10.426901578903198,6.142475670067374,0688039138,Playing Ball on Running Water: The Japanese Way to Building a Better Life,David K. Reynolds,1984,William Morrow,"Suggests a Zen-influenced technique for reducing self-doubt,
overcoming procrastination, and encouraging personal growth through a
new aesthetic appreciation of life",['psychology']
8.521674276041814,10.182459354400635,6.44569292809329,0804107602,What I Saw at the Revolution: A Political Life in the Reagan Era,Peggy Noonan,1991,Ivy Books,"A speechwriter in the Reagan Administration describes life in and
around the White House, the speechwriting process, and the experience
of being a woman in a traditionally male environment",['biography & autobiography']
8.515035302796242,12.701258659362793,3.2822561070880507,0029059801,Finite and Infinite Games,James P. Carse,1986,Free Press,"Reflection on life in terms of competition, Professor Carse compares
two types of games manifested in human life--finite games, the
familiar games of daily life that are bounded by space and time and
infinite games, unbounded, unfettered, ...",['philosophy']
8.503900147288757,9.424858093261719,7.352702714822556,0802140130,My Life in Heavy Metal,Steve Almond,2003,Grove Press,"A first collection of twelve powerful stories that takes a clear-eyed
view of relationships between young men and women who have come of age
in an era without innocence, My Life in Heavy Metal received
tremendous acclaim in hardcover.",['fiction']
8.50380229455392,10.545302629470825,5.951926875907786,0670885975,The Secret Language of Destiny: A Personology Guide to Finding Your Life Purpose,Gary Goldschneider,1999,Viking Penguin Inc,"Dividing the search for destiny into forty-eight karmic paths, a new
astrological guide to unlocking the meaning of life uses birthdates to
identify universal paths. 150,000 first printing.","['body, mind & spirit']"
8.499287093372752,12.672911882400513,3.2822561070880507,059523559X,Never Too Busy for You,Scott R. Lucado,2002,Writers Club Press,"He has many fascinating experiences, including conversations with God.
This book presents some startling, and perhaps even life-changing,
insights into the spiritual connection between a man, his life, and
things that are beyond life.",['fiction']
8.49259069705691,9.262192249298096,7.53058875675543,0374456283,The Tree of Life : Charles Darwin,Peter Sis,2003,"Farrar, Straus and Giroux (BYR)","In this brilliant presentation of a revolutionary thinker&#39;s life,
the picture book becomes an art form As far as I can judge, I am not
apt to follow blindly the lead of other men .",['juvenile nonfiction']
8.49185209013353,12.26447343826294,3.77607540497177,0609610015,Light This Candle : The Life & Times of Alan Shepard--America's First Spaceman,NEAL THOMPSON,2004,Crown Publishing Group,"A portrait of Mercury Seven team member Alan Shepard, America&#39;s
first man into space, describes his achievements as a test pilot,
competitive nature, and career-challenging struggles with illness.",['biography & autobiography']
